Make,Colour,Odometer,Doors,Price
Honda,White,121095.0,4.0,"$3,700"
Nissan,Silver,92306.0,4.0,"$12,900"
Honda,White,145853.0,4.0,"$2,500"
Nissan,Silver,108886.0,4.0,"$8,000"
Nissan,Red,69319.0,5.0,"$3,400"
Honda,White,96743.0,4.0,"$6,900"
Toyota,Blue,57240.0,4.0,"$10,900"
Nissan,Red,104514.0,5.0,"$7,700"
Honda,Black,49568.0,5.0,"$11,700"
BMW,White,3000.0,5.0,"$30,900"
Toyota,Green,3000.0,5.0,"$13,700"
Nissan,Blue,163474.0,4.0,"$2,500"
Toyota,Black,135254.0,5.0,"$13,000"
Toyota,Green,3000.0,4.0,"$13,500"
Toyota,Black,3000.0,5.0,"$15,200"
Toyota,Red,97627.0,4.0,"$2,500"
Toyota,White,198091.0,4.0,"$6,400"
Toyota,Red,,3.0,"$15,900"
Toyota,Red,4628.0,3.0,"$9,600"
Toyota,Blue,3000.0,5.0,"$21,100"
BMW,Blue,78958.0,3.0,"$27,900"
Toyota,Red,113652.0,5.0,"$11,800"
BMW,Grey,68279.0,4.0,"$26,800"
Honda,Blue,97164.0,4.0,"$7,400"
BMW,,63041.0,4.0,"$27,100"
Toyota,Black,103748.0,4.0,"$5,400"
Honda,Silver,,4.0,"$15,800"
Nissan,Blue,94808.0,4.0,"$9,100"
Toyota,Blue,41209.0,4.0,"$8,100"
BMW,Blue,29568.0,,"$25,400"
Toyota,Blue,63412.0,4.0,"$15,900"
Toyota,Red,107335.0,4.0,"$15,500"
Nissan,Black,134646.0,4.0,"$2,500"
Nissan,Black,171138.0,4.0,"$2,500"
Toyota,Green,109987.0,4.0,"$6,500"
Honda,Blue,194850.0,5.0,"$9,600"
Honda,Black,56392.0,5.0,"$11,700"
Honda,Black,103740.0,4.0,"$11,700"
Toyota,Red,99515.0,3.0,"$5,800"
Honda,Red,57557.0,4.0,"$10,900"
Toyota,Green,162191.0,5.0,"$8,500"
Nissan,Red,68688.0,4.0,"$10,400"
Nissan,Red,90328.0,4.0,"$10,000"
Honda,Silver,213296.0,4.0,"$2,700"
Nissan,Red,156889.0,5.0,"$3,300"
Nissan,Blue,105713.0,4.0,"$7,200"
Toyota,Black,87928.0,4.0,"$18,700"
Honda,Blue,77283.0,4.0,"$11,900"
Honda,Black,3000.0,4.0,"$15,200"
BMW,Silver,112966.0,4.0,"$19,600"
Honda,White,3000.0,4.0,"$13,500"
Toyota,Black,98893.0,4.0,"$12,700"
BMW,Silver,149457.0,4.0,"$18,900"
Honda,White,50898.0,4.0,"$7,900"
Honda,White,101507.0,5.0,"$11,200"
Honda,Black,65808.0,4.0,"$13,200"
Nissan,White,138061.0,4.0,"$5,700"
BMW,Grey,27098.0,3.0,"$22,900"
BMW,Grey,3000.0,4.0,"$29,600"
BMW,Black,66106.0,4.0,"$26,600"
BMW,Black,86181.0,5.0,"$27,700"
BMW,Black,,5.0,
Nissan,Black,33358.0,4.0,"$9,200"
Nissan,Red,114826.0,4.0,"$4,600"
Honda,Silver,133287.0,4.0,"$5,600"
Toyota,Red,109247.0,4.0,"$9,900"
Nissan,Black,153791.0,4.0,"$7,400"
Toyota,Red,134089.0,4.0,"$2,500"
Nissan,Black,178872.0,4.0,"$7,900"
Toyota,Green,72929.0,5.0,"$12,100"
BMW,Grey,27585.0,4.0,"$14,300"
Toyota,White,59586.0,4.0,"$10,300"
Nissan,Blue,92128.0,4.0,"$5,200"
Toyota,Red,,3.0,"$10,900"
Honda,White,55029.0,4.0,"$12,800"
Nissan,Silver,150172.0,5.0,"$12,000"
BMW,White,112278.0,5.0,"$25,300"
Toyota,Black,65746.0,3.0,"$11,900"
Toyota,Black,114982.0,4.0,"$8,000"
Nissan,Red,155888.0,5.0,
Nissan,White,98313.0,4.0,"$8,900"
Honda,Black,78195.0,4.0,"$9,700"
Toyota,Red,90835.0,4.0,"$7,700"
Nissan,Red,177738.0,4.0,"$2,500"
Toyota,White,114544.0,3.0,"$9,800"
Nissan,Blue,58877.0,5.0,"$10,200"
Nissan,Red,61060.0,5.0,"$13,400"
Toyota,Blue,38783.0,4.0,"$10,800"
BMW,Silver,13582.0,4.0,"$18,900"
Honda,Blue,168378.0,4.0,"$7,500"
Toyota,Blue,105295.0,5.0,"$8,400"
Toyota,Black,145195.0,4.0,"$5,500"
Nissan,Silver,156443.0,4.0,"$2,500"
Nissan,White,75907.0,4.0,"$10,500"
Toyota,Black,142919.0,5.0,"$10,900"
Toyota,White,43416.0,4.0,"$11,300"
BMW,Blue,71589.0,3.0,"$18,500"
Toyota,Black,169290.0,4.0,"$2,500"
Nissan,White,68390.0,5.0,"$8,300"
Nissan,Silver,3000.0,4.0,"$8,400"
Honda,Red,122013.0,,"$8,000"
Toyota,Blue,179803.0,4.0,"$11,200"
BMW,Silver,83187.0,3.0,"$25,600"
Toyota,White,101428.0,3.0,"$2,500"
Nissan,Red,33904.0,4.0,"$10,600"
Nissan,Black,146497.0,4.0,"$6,200"
Nissan,Black,62021.0,5.0,"$12,500"
BMW,Silver,127262.0,5.0,"$29,200"
Toyota,Black,149459.0,3.0,"$5,300"
BMW,Blue,110189.0,5.0,"$24,700"
Toyota,Green,124600.0,4.0,"$9,400"
Toyota,Blue,91682.0,3.0,"$6,800"
Nissan,Silver,107400.0,4.0,"$9,700"
Toyota,Red,75043.0,4.0,"$14,000"
Nissan,White,153275.0,5.0,"$4,800"
BMW,Black,123329.0,3.0,"$19,500"
Nissan,Black,196534.0,4.0,"$4,200"
Honda,Black,91238.0,5.0,"$7,700"
Honda,Red,87763.0,4.0,"$8,900"
BMW,White,12151.0,4.0,"$26,300"
Honda,Red,53417.0,4.0,"$12,900"
Honda,Blue,154701.0,4.0,"$2,800"
Honda,Black,174190.0,4.0,"$5,400"
Toyota,Red,47298.0,4.0,"$14,900"
BMW,White,46248.0,5.0,"$26,300"
Toyota,White,76977.0,5.0,"$9,300"
Toyota,Black,135647.0,4.0,"$7,700"
Toyota,Red,23294.0,3.0,"$14,400"
Honda,Blue,34132.0,5.0,"$9,400"
Honda,White,149245.0,4.0,"$3,200"
Honda,White,3000.0,4.0,"$15,500"
Nissan,Silver,94983.0,4.0,"$7,100"
BMW,Silver,51790.0,4.0,"$27,400"
Toyota,Red,58858.0,4.0,"$16,600"
Nissan,Red,29331.0,5.0,"$12,400"
Nissan,Silver,147958.0,4.0,"$3,200"
Nissan,Silver,54670.0,4.0,"$12,200"
Toyota,Black,46475.0,4.0,"$10,900"
Toyota,Black,144140.0,3.0,"$7,400"
Nissan,White,11359.0,4.0,"$16,100"
Nissan,Red,82319.0,4.0,"$7,000"
Nissan,Blue,126323.0,5.0,"$8,400"
BMW,Blue,147366.0,4.0,"$10,500"
Toyota,Blue,140949.0,3.0,"$9,600"
,Red,90867.0,3.0,"$12,000"
BMW,White,104239.0,3.0,"$13,500"
BMW,White,138490.0,4.0,"$11,700"
Toyota,Black,38963.0,5.0,
Toyota,Green,198096.0,5.0,"$4,500"
Honda,Black,90467.0,4.0,"$14,000"
Nissan,Blue,95182.0,4.0,"$4,500"
Nissan,Blue,88634.0,4.0,"$11,400"
Nissan,Silver,115968.0,4.0,"$11,700"
Honda,White,127420.0,4.0,"$5,900"
Toyota,Red,100655.0,4.0,"$7,200"
Honda,Black,59915.0,4.0,"$24,600"
Toyota,White,150968.0,4.0,"$10,500"
Honda,Red,,4.0,"$15,400"
Nissan,Red,173567.0,4.0,"$8,700"
Honda,Blue,179989.0,5.0,"$2,500"
Toyota,Black,40288.0,3.0,"$9,000"
BMW,Blue,25354.0,5.0,"$29,900"
Toyota,Red,68526.0,5.0,"$18,800"
BMW,Grey,144996.0,3.0,"$20,500"
Honda,Red,185855.0,4.0,"$9,400"
Honda,Blue,70366.0,5.0,"$5,100"
Toyota,Black,86665.0,5.0,"$9,600"
Honda,Red,101912.0,4.0,"$9,100"
Honda,Silver,95024.0,4.0,"$11,000"
Toyota,White,34948.0,3.0,"$13,600"
Honda,White,70898.0,4.0,"$11,100"
Toyota,Black,147785.0,5.0,"$4,800"
Nissan,White,96247.0,4.0,"$7,300"
Toyota,Blue,71258.0,5.0,"$15,000"
BMW,Black,34743.0,3.0,"$22,400"
Nissan,Silver,72244.0,5.0,"$12,300"
Honda,Blue,68362.0,4.0,"$11,900"
Honda,White,186833.0,5.0,"$5,500"
Toyota,Black,155827.0,4.0,"$13,000"
Nissan,Black,169522.0,4.0,"$4,300"
Nissan,White,147958.0,4.0,"$2,500"
Nissan,Silver,68317.0,4.0,"$7,400"
Nissan,Silver,237474.0,4.0,"$2,500"
Toyota,Black,54971.0,4.0,"$9,100"
Toyota,Black,127110.0,4.0,
Nissan,Blue,172858.0,4.0,"$5,700"
BMW,White,7023.0,5.0,"$23,400"
BMW,Black,122343.0,5.0,"$22,100"
Nissan,Black,178505.0,4.0,"$3,500"
Honda,Red,45552.0,4.0,"$10,600"
Honda,White,45533.0,5.0,"$10,700"
BMW,Black,73438.0,4.0,"$28,400"
Toyota,White,15310.0,4.0,"$14,000"
BMW,White,40362.0,4.0,"$22,200"
Toyota,Black,104899.0,5.0,"$9,000"
Honda,White,158342.0,4.0,"$9,900"
BMW,Silver,114636.0,4.0,"$19,700"
Toyota,Blue,47950.0,4.0,"$12,800"
Honda,Blue,84783.0,4.0,"$7,900"
Nissan,,46158.0,4.0,"$9,800"
BMW,Grey,48029.0,5.0,"$31,200"
Nissan,Red,149245.0,4.0,"$7,800"
Honda,White,31553.0,5.0,"$14,200"
BMW,Silver,34446.0,5.0,"$19,500"
Nissan,White,87998.0,4.0,"$10,700"
Honda,Silver,74128.0,4.0,"$15,100"
BMW,Grey,88052.0,,"$21,500"
Toyota,Red,158322.0,3.0,"$7,700"
Toyota,Red,49506.0,4.0,"$18,300"
Toyota,Blue,111492.0,5.0,"$10,300"
Toyota,Blue,53512.0,4.0,"$16,000"
BMW,White,86725.0,3.0,"$27,400"
Honda,Blue,67638.0,4.0,"$13,100"
Honda,White,135767.0,4.0,"$5,400"
Honda,Silver,23984.0,5.0,"$15,200"
Nissan,Silver,23892.0,4.0,"$11,400"
Honda,Red,70532.0,,"$14,000"
Toyota,Red,77572.0,4.0,"$14,500"
Toyota,White,71261.0,3.0,"$13,800"
Honda,Blue,190896.0,5.0,
BMW,Grey,77265.0,5.0,"$43,200"
Toyota,Green,101462.0,4.0,"$9,500"
Nissan,Red,156155.0,4.0,"$4,700"
Toyota,Black,9224.0,3.0,"$17,300"
Toyota,White,3000.0,4.0,"$13,300"
Nissan,White,179615.0,4.0,"$2,700"
Nissan,White,73152.0,4.0,"$10,900"
Toyota,White,53742.0,4.0,"$8,400"
Nissan,Black,127372.0,4.0,"$5,800"
Honda,Black,32303.0,4.0,"$14,400"
BMW,White,84508.0,4.0,"$22,000"
BMW,Grey,52764.0,4.0,"$28,800"
BMW,White,,5.0,"$21,800"
Toyota,Green,132043.0,5.0,"$10,400"
Toyota,Blue,143723.0,3.0,"$7,200"
Toyota,Black,50559.0,4.0,"$11,100"
Honda,Blue,108456.0,4.0,"$14,100"
Honda,Black,68767.0,4.0,"$13,200"
Toyota,Red,80941.0,4.0,"$11,200"
Nissan,Silver,196862.0,4.0,"$4,900"
Nissan,,42487.0,4.0,"$8,600"
Honda,,152298.0,4.0,"$7,100"
Honda,Red,36855.0,4.0,"$9,500"
Toyota,Black,134581.0,3.0,"$11,000"
Honda,Blue,92857.0,4.0,"$16,800"
Toyota,Black,140855.0,5.0,"$8,300"
Toyota,Green,55583.0,4.0,"$8,400"
Toyota,White,115441.0,3.0,"$6,900"
Honda,Silver,172339.0,4.0,"$10,100"
Toyota,Green,130919.0,4.0,"$4,200"
Toyota,White,63044.0,4.0,"$15,900"
Toyota,Red,68720.0,3.0,"$14,100"
BMW,Black,84933.0,3.0,"$23,900"
Nissan,White,72641.0,4.0,"$8,400"
Toyota,White,107861.0,3.0,"$12,100"
Toyota,Blue,51941.0,4.0,"$11,500"
Honda,Black,94151.0,4.0,"$11,600"
Toyota,White,50759.0,5.0,"$8,900"
Honda,Black,124350.0,4.0,"$3,600"
BMW,Black,118969.0,4.0,"$21,900"
Nissan,Red,25338.0,4.0,"$9,500"
Toyota,Green,117714.0,4.0,"$6,900"
Toyota,Red,99041.0,3.0,"$11,500"
Honda,White,82294.0,4.0,"$7,100"
Honda,Black,77648.0,5.0,"$15,300"
Honda,Silver,172883.0,4.0,"$2,500"
Honda,White,144369.0,4.0,"$7,800"
,Black,146047.0,5.0,"$7,100"
Honda,Black,7123.0,4.0,"$15,400"
Honda,Black,46833.0,4.0,"$7,600"
Toyota,White,29443.0,3.0,"$14,400"
Toyota,Black,105251.0,4.0,"$12,600"
BMW,Black,93101.0,4.0,"$21,400"
Toyota,White,94335.0,4.0,"$8,700"
Toyota,Black,87062.0,3.0,"$6,900"
Toyota,Blue,118305.0,4.0,"$12,600"
Toyota,White,55536.0,4.0,"$16,300"
Nissan,Red,118357.0,4.0,"$7,000"
Nissan,Red,16831.0,5.0,"$7,200"
Honda,Blue,98917.0,4.0,"$11,500"
Toyota,Red,63088.0,4.0,"$17,000"
Toyota,Blue,136216.0,3.0,"$4,500"
Honda,Red,93480.0,4.0,"$16,700"
Honda,White,32356.0,4.0,"$13,900"
Nissan,Blue,93926.0,4.0,"$9,500"
Honda,Red,152829.0,4.0,"$5,300"
Honda,Red,145707.0,4.0,"$13,500"
Honda,Red,95181.0,4.0,"$11,500"
Toyota,Red,67297.0,4.0,"$11,500"
Honda,Blue,83519.0,4.0,"$12,200"
Nissan,Red,179461.0,5.0,"$3,900"
Toyota,Black,177748.0,4.0,"$11,500"
Toyota,Green,142036.0,4.0,"$5,800"
Nissan,White,77737.0,4.0,"$6,300"
Nissan,Blue,165153.0,4.0,"$2,500"
Nissan,Red,149902.0,4.0,"$2,500"
Nissan,Blue,158118.0,4.0,"$4,700"
BMW,White,121012.0,5.0,"$30,700"
Toyota,Blue,172623.0,3.0,"$10,400"
Nissan,,120043.0,5.0,"$4,200"
Nissan,Silver,53058.0,5.0,"$4,900"
BMW,Grey,19486.0,5.0,"$28,500"
Toyota,White,68897.0,4.0,"$11,000"
Toyota,Black,123621.0,4.0,"$8,200"
Toyota,Black,39664.0,3.0,"$12,100"
Toyota,White,51278.0,3.0,"$10,600"
Honda,Silver,156453.0,4.0,"$5,700"
Toyota,White,190089.0,4.0,"$10,400"
Toyota,Green,67876.0,4.0,"$7,400"
Honda,Silver,89477.0,,"$13,100"
Toyota,,72510.0,3.0,"$13,300"
Nissan,Blue,179672.0,4.0,"$2,500"
Nissan,Red,74141.0,4.0,"$10,300"
Honda,White,99288.0,4.0,"$7,100"
Toyota,Green,,4.0,"$10,100"
Toyota,Black,16627.0,5.0,"$17,400"
Nissan,White,85193.0,4.0,"$2,500"
Nissan,Silver,110663.0,5.0,"$5,700"
Nissan,White,206574.0,5.0,"$2,500"
Nissan,Blue,50531.0,4.0,"$11,000"
Nissan,Red,75014.0,4.0,"$6,400"
Toyota,Green,124494.0,4.0,"$4,900"
Toyota,Blue,22221.0,3.0,"$18,300"
BMW,Blue,89338.0,3.0,"$21,400"
Toyota,,97819.0,4.0,"$12,000"
Honda,Black,138720.0,4.0,"$5,200"
Nissan,Black,132504.0,4.0,"$4,800"
Toyota,Blue,,5.0,"$11,800"
Honda,Blue,91679.0,4.0,"$11,600"
Nissan,Red,139276.0,5.0,"$2,500"
Toyota,Blue,27393.0,4.0,"$12,300"
Toyota,White,193088.0,4.0,"$3,000"
Nissan,Black,100339.0,4.0,"$6,200"
Toyota,White,69189.0,5.0,"$12,800"
Toyota,Black,170840.0,4.0,"$8,400"
Honda,Blue,53430.0,5.0,"$20,200"
Honda,White,95771.0,5.0,"$8,300"
Toyota,Green,171429.0,3.0,"$3,600"
Honda,Black,171819.0,4.0,"$3,300"
Honda,Blue,160641.0,5.0,"$7,500"
BMW,Grey,119224.0,5.0,"$35,700"
Nissan,Silver,48573.0,4.0,"$13,200"
BMW,White,5826.0,3.0,"$20,300"
BMW,Silver,31256.0,4.0,"$30,200"
BMW,Silver,66386.0,5.0,"$24,800"
Nissan,Blue,120189.0,4.0,"$7,900"
Honda,White,124075.0,4.0,"$11,300"
Toyota,Black,192641.0,4.0,"$5,900"
Honda,Blue,66987.0,5.0,"$13,100"
Toyota,Black,38498.0,4.0,"$11,000"
Toyota,Black,149967.0,4.0,"$7,600"
Toyota,Green,35173.0,4.0,"$7,700"
Toyota,White,100533.0,4.0,"$13,700"
,White,146170.0,4.0,"$7,300"
Honda,Red,188427.0,5.0,"$5,200"
BMW,Blue,59180.0,5.0,"$9,500"
Toyota,Green,74737.0,4.0,"$13,300"
Toyota,Green,179325.0,3.0,"$2,500"
Honda,Black,114188.0,4.0,"$11,800"
Nissan,White,112627.0,4.0,"$2,500"
Nissan,Black,125848.0,4.0,"$8,400"
BMW,Silver,25208.0,5.0,"$26,200"
Nissan,Silver,47292.0,4.0,"$3,200"
Honda,Black,141296.0,5.0,"$8,000"
Nissan,White,201469.0,5.0,"$5,600"
Toyota,Red,79581.0,4.0,"$10,600"
Toyota,Red,127441.0,4.0,"$11,800"
Toyota,Red,114778.0,4.0,"$12,800"
Honda,Black,77759.0,4.0,"$7,400"
Toyota,Black,94629.0,4.0,"$11,200"
Toyota,White,35520.0,3.0,"$8,000"
BMW,Grey,83790.0,4.0,"$21,700"
Nissan,White,102712.0,4.0,"$6,300"
Honda,Black,,5.0,"$10,700"
Nissan,White,42708.0,5.0,"$9,400"
BMW,Blue,100700.0,5.0,"$28,100"
Nissan,White,109678.0,4.0,"$4,000"
Toyota,Black,62507.0,4.0,"$10,400"
Honda,Silver,105295.0,4.0,"$14,000"
Honda,Red,59029.0,4.0,"$7,800"
Nissan,Silver,105919.0,4.0,"$9,900"
Toyota,Red,22762.0,5.0,"$18,900"
Honda,Blue,83742.0,5.0,"$8,300"
Toyota,Red,14790.0,3.0,"$15,300"
BMW,White,57810.0,5.0,"$27,400"
BMW,White,27165.0,5.0,"$25,600"
Nissan,Red,84751.0,5.0,"$8,400"
Toyota,Black,63183.0,5.0,"$7,800"
Nissan,Blue,260000.0,4.0,"$2,500"
Toyota,Blue,107435.0,5.0,"$4,700"
Nissan,Blue,3000.0,5.0,"$12,900"
Honda,White,100369.0,4.0,"$12,900"
Toyota,White,118776.0,5.0,"$9,400"
BMW,Silver,25116.0,3.0,"$36,000"
Toyota,White,,3.0,"$3,000"
Toyota,Green,99974.0,4.0,"$9,900"
Honda,White,75408.0,5.0,"$13,300"
Honda,Red,131923.0,4.0,"$6,900"
BMW,Black,53203.0,5.0,"$36,400"
Honda,Red,136776.0,4.0,"$7,400"
Toyota,Green,13281.0,4.0,"$14,600"
Nissan,Blue,151092.0,4.0,"$2,500"
Nissan,Red,126104.0,4.0,"$4,900"
Honda,White,81398.0,5.0,"$8,000"
Toyota,White,90294.0,5.0,"$15,700"
Nissan,Black,87001.0,4.0,"$10,700"
BMW,Silver,31134.0,5.0,"$32,500"
Toyota,Green,98086.0,3.0,"$9,700"
Nissan,Blue,112400.0,5.0,"$9,100"
Honda,Blue,3000.0,4.0,"$9,300"
Nissan,White,135356.0,4.0,"$2,500"
Toyota,Red,70409.0,5.0,
BMW,Grey,30218.0,5.0,"$23,000"
Toyota,Red,112122.0,4.0,"$12,600"
BMW,White,24745.0,3.0,"$22,500"
BMW,Grey,34287.0,4.0,"$10,900"
Toyota,Green,105369.0,4.0,"$12,100"
BMW,Black,107699.0,3.0,
Nissan,Black,41904.0,5.0,"$11,100"
Toyota,Red,141122.0,3.0,"$7,600"
Toyota,White,113043.0,4.0,"$13,100"
Honda,Blue,56521.0,5.0,"$11,100"
BMW,Blue,133653.0,5.0,"$21,400"
Honda,Red,31167.0,5.0,"$10,900"
Honda,Black,46967.0,4.0,"$12,900"
Nissan,Blue,61826.0,4.0,"$9,800"
Toyota,White,59724.0,5.0,"$5,900"
Nissan,Red,129170.0,4.0,"$6,300"
Toyota,Blue,124923.0,5.0,"$7,400"
Nissan,Red,68345.0,4.0,"$9,800"
Toyota,Blue,176989.0,5.0,
Nissan,Black,135776.0,4.0,"$5,100"
Honda,Silver,17905.0,4.0,"$15,900"
Toyota,Green,145237.0,4.0,"$9,500"
Honda,White,83266.0,5.0,"$12,400"
Honda,White,134900.0,4.0,"$12,300"
Honda,Blue,139449.0,4.0,"$7,400"
Nissan,Black,38737.0,4.0,"$10,900"
Toyota,Green,111342.0,3.0,"$10,200"
Toyota,Blue,168402.0,5.0,"$7,200"
Toyota,Blue,207251.0,4.0,"$2,500"
BMW,Silver,82612.0,4.0,"$19,300"
Nissan,White,5195.0,4.0,"$11,300"
BMW,Black,3798.0,3.0,"$26,400"
Honda,White,93668.0,4.0,"$12,800"
Nissan,Blue,27575.0,5.0,"$13,800"
Nissan,Black,117492.0,4.0,"$9,500"
Toyota,Black,75548.0,3.0,"$6,300"
Toyota,Blue,34690.0,3.0,"$8,100"
Toyota,Green,122846.0,5.0,"$13,800"
Toyota,Green,68622.0,3.0,"$12,000"
Nissan,Silver,26687.0,5.0,"$12,100"
BMW,White,93079.0,4.0,"$14,500"
Honda,Black,82213.0,4.0,"$12,300"
Honda,Red,3000.0,4.0,"$17,500"
,Silver,131806.0,4.0,"$7,800"
Toyota,White,76538.0,4.0,
Toyota,Black,125771.0,5.0,"$9,500"
BMW,White,66348.0,4.0,"$32,300"
Toyota,Black,137627.0,5.0,"$15,400"
Honda,Red,99385.0,4.0,"$6,900"
Toyota,White,88202.0,5.0,"$12,700"
Honda,Red,140761.0,4.0,"$2,600"
Honda,Black,92409.0,4.0,"$14,500"
Toyota,Green,85509.0,3.0,"$12,200"
Nissan,Black,139614.0,4.0,"$8,200"
Nissan,Blue,66653.0,5.0,"$7,500"
Honda,Red,92973.0,5.0,"$5,400"
Honda,White,79052.0,4.0,"$10,800"
,Blue,139954.0,4.0,"$24,300"
Honda,White,122010.0,4.0,"$11,600"
Toyota,Blue,47837.0,3.0,"$11,100"
Toyota,Red,224121.0,4.0,"$3,900"
Honda,Black,145588.0,4.0,"$10,000"
Nissan,Silver,29225.0,4.0,"$11,600"
Nissan,Black,120217.0,4.0,"$7,500"
BMW,Black,33327.0,4.0,"$19,700"
Honda,Black,69151.0,4.0,"$10,500"
BMW,Black,114769.0,4.0,"$34,900"
Nissan,Silver,190209.0,4.0,"$5,400"
Toyota,White,45774.0,4.0,"$11,300"
Toyota,Green,108916.0,4.0,"$7,000"
Toyota,Green,128014.0,3.0,"$9,500"
Toyota,White,125887.0,3.0,"$11,300"
Toyota,Black,50961.0,3.0,"$14,700"
Honda,White,58609.0,4.0,"$8,200"
Honda,White,117541.0,4.0,"$11,900"
Toyota,Green,123376.0,4.0,"$8,400"
Toyota,Black,114127.0,4.0,"$10,100"
Toyota,Red,39450.0,3.0,"$7,900"
Toyota,Blue,93901.0,4.0,"$10,600"
Toyota,Blue,98589.0,4.0,"$12,300"
Toyota,Black,86795.0,4.0,"$12,700"
Honda,Blue,85059.0,4.0,"$15,200"
Toyota,Red,102197.0,4.0,"$17,300"
Nissan,Blue,131712.0,5.0,"$6,000"
BMW,Blue,27223.0,4.0,"$17,600"
BMW,Black,23359.0,3.0,"$20,800"
Toyota,White,118530.0,5.0,"$8,200"
Nissan,Black,122467.0,4.0,"$9,900"
Toyota,Black,93433.0,3.0,"$16,400"
Toyota,Black,36857.0,4.0,"$12,800"
BMW,Silver,42348.0,4.0,"$32,400"
Honda,White,3000.0,4.0,"$9,300"
Nissan,Blue,105988.0,4.0,"$11,100"
Nissan,Black,124647.0,4.0,"$2,900"
Honda,White,34536.0,4.0,
Honda,Silver,,4.0,"$8,100"
Honda,Black,162913.0,4.0,"$9,400"
Toyota,Red,164251.0,4.0,"$3,900"
Toyota,Green,18694.0,5.0,"$14,300"
Nissan,White,130767.0,4.0,"$6,900"
Honda,White,162952.0,4.0,"$2,500"
Honda,Blue,133265.0,4.0,"$4,200"
Honda,White,133075.0,4.0,"$6,100"
Honda,Silver,52929.0,5.0,"$10,200"
Toyota,White,22828.0,5.0,"$14,600"
Toyota,Black,57820.0,5.0,"$15,500"
Toyota,Red,131282.0,3.0,"$13,000"
Honda,White,109583.0,4.0,"$10,200"
Toyota,Black,170805.0,4.0,"$5,000"
Toyota,Green,20610.0,4.0,"$13,800"
Toyota,Black,24023.0,4.0,"$21,700"
BMW,Blue,126130.0,5.0,"$37,100"
Nissan,Red,115497.0,4.0,"$8,000"
Toyota,White,74107.0,3.0,"$13,200"
Honda,Black,33653.0,4.0,"$4,800"
Toyota,Black,56883.0,4.0,"$7,700"
Toyota,Red,174852.0,4.0,"$12,200"
Toyota,White,25047.0,4.0,"$17,800"
Toyota,Green,147472.0,5.0,"$2,800"
Nissan,Silver,90145.0,4.0,"$6,400"
Honda,Silver,127903.0,5.0,"$4,900"
Honda,Red,87254.0,5.0,"$8,200"
Honda,Red,114720.0,4.0,"$7,600"
BMW,Black,42519.0,5.0,"$25,800"
Honda,White,189730.0,4.0,"$3,600"
Toyota,Green,43867.0,4.0,"$13,900"
BMW,White,58971.0,5.0,"$17,000"
Toyota,Green,214037.0,5.0,"$3,600"
Honda,Blue,73862.0,4.0,"$10,800"
BMW,Black,137664.0,3.0,"$10,200"
Toyota,Blue,112351.0,4.0,"$16,100"
BMW,Silver,70406.0,4.0,"$17,000"
Nissan,Blue,77369.0,4.0,"$9,000"
Honda,Red,155878.0,4.0,"$5,300"
Honda,Blue,131679.0,4.0,"$3,300"
BMW,White,4363.0,4.0,"$25,000"
Honda,Black,161025.0,4.0,"$6,600"
BMW,Silver,77172.0,5.0,"$27,200"
Toyota,Black,155678.0,4.0,"$5,700"
Nissan,White,150543.0,4.0,"$2,900"
Honda,Silver,187197.0,4.0,"$2,700"
Nissan,White,62586.0,4.0,"$10,600"
Toyota,Blue,102148.0,4.0,"$11,000"
BMW,Silver,74547.0,4.0,"$17,800"
Nissan,White,202348.0,4.0,"$4,900"
Toyota,Green,168665.0,,"$4,500"
Honda,,111993.0,5.0,"$9,900"
Toyota,Black,156656.0,4.0,"$11,300"
Toyota,Blue,108038.0,5.0,"$5,500"
Toyota,Black,190542.0,4.0,"$7,800"
Honda,Red,62795.0,4.0,"$11,900"
Toyota,Red,19423.0,3.0,"$16,200"
Honda,Black,21381.0,4.0,"$12,300"
Honda,Black,103733.0,5.0,"$12,900"
Toyota,Blue,103540.0,4.0,"$11,900"
Honda,Blue,90647.0,4.0,"$9,400"
Toyota,Black,102444.0,4.0,"$9,600"
BMW,White,3000.0,3.0,"$22,300"
Nissan,Black,125707.0,4.0,"$5,700"
Toyota,Green,89897.0,3.0,"$7,900"
Honda,Red,50547.0,4.0,"$9,800"
Toyota,Black,82044.0,4.0,"$11,200"
Toyota,Green,118455.0,4.0,"$8,000"
Toyota,Green,44457.0,3.0,"$6,600"
Honda,Blue,216676.0,5.0,"$2,500"
Honda,White,67105.0,4.0,"$12,200"
Nissan,Black,132208.0,4.0,"$7,400"
Honda,White,70749.0,4.0,"$11,200"
Toyota,Blue,101189.0,4.0,"$9,000"
Nissan,White,125742.0,4.0,"$8,900"
Toyota,White,96845.0,4.0,"$10,200"
Nissan,Silver,171817.0,4.0,"$6,600"
Toyota,Green,180364.0,4.0,"$2,500"
Nissan,White,162686.0,5.0,"$6,700"
Toyota,Green,,4.0,"$12,500"
Nissan,Red,170862.0,4.0,"$2,500"
Honda,Black,113242.0,4.0,"$11,300"
Nissan,Silver,52022.0,5.0,"$10,000"
Nissan,White,128854.0,4.0,"$4,000"
Nissan,Red,62767.0,4.0,"$8,600"
Honda,Red,130478.0,4.0,"$9,400"
BMW,Grey,28820.0,5.0,"$31,800"
BMW,Blue,29890.0,4.0,"$16,400"
BMW,Black,49579.0,5.0,"$34,200"
Toyota,Red,132109.0,5.0,"$9,100"
